zona,cuadrante,anio,punto_lat,punto_lon,elevacion_m,area_ha,horas,hfrio_19,hfrio_15,hfrio_14,hfrio_14_19,hac_20_25,hac_25,t_prom,t_min,t_max,humedad,lluvia,eto
la_joya,-16.5_-71.9,2001,-16.499675,-71.900007,1438,10456.6,8760,5294.0,1070.0,525.0,4769.0,2603.0,252.0,18.57,14.78,23.84,58.11,80.3,1589.11
la_joya,-16.5_-71.9,2002,-16.499675,-71.900007,1438,10456.6,8760,4988.0,941.0,428.0,4560.0,2639.0,472.0,18.93,14.93,24.37,56.6,45.3,1648.02
la_joya,-16.5_-71.9,2003,-16.499675,-71.900007,1438,10456.6,8760,4762.0,817.0,413.0,4349.0,2712.0,575.0,19.26,15.1,24.78,54.82,17.4,1673.4
la_joya,-16.5_-71.9,2004,-16.499675,-71.900007,1438,10456.6,8784,5065.0,1013.0,492.0,4573.0,2584.0,481.0,18.89,14.65,24.48,54.11,12.8,1667.07
la_joya,-16.5_-71.9,2005,-16.499675,-71.900007,1438,10456.6,8760,5131.0,1035.0,518.0,4613.0,2680.0,327.0,18.75,14.72,24.21,57.06,22.0,1629.03
la_joya,-16.5_-71.9,2006,-16.499675,-71.900007,1438,10456.6,8760,5222.0,1106.0,589.0,4633.0,2657.0,258.0,18.58,14.67,23.88,55.88,28.8,1580.37
la_joya,-16.5_-71.9,2007,-16.499675,-71.900007,1438,10456.6,8760,4847.0,763.0,319.0,4528.0,2744.0,477.0,19.17,15.09,24.65,54.38,8.9,1668.12
la_joya,-16.5_-71.9,2008,-16.499675,-71.900007,1438,10456.6,8784,5548.0,1311.0,681.0,4867.0,2376.0,239.0,18.25,14.4,23.4,55.85,69.3,1555.12
la_joya,-16.5_-71.9,2009,-16.499675,-71.900007,1438,10456.6,8760,5447.0,1099.0,527.0,4920.0,2538.0,188.0,18.38,14.51,23.57,58.23,68.0,1558.7
la_joya,-16.5_-71.9,2010,-16.499675,-71.900007,1438,10456.6,8760,4783.0,819.0,435.0,4348.0,2616.0,634.0,19.26,15.16,24.72,55.26,20.8,1653.2
la_joya,-16.5_-71.9,2011,-16.499675,-71.900007,1438,10456.6,8760,5552.0,1130.0,575.0,4977.0,2468.0,147.0,18.24,14.68,23.34,56.96,71.4,1546.91
la_joya,-16.5_-71.9,2012,-16.499675,-71.900007,1438,10456.6,8784,5226.0,1072.0,509.0,4717.0,2565.0,309.0,18.64,14.91,23.79,58.67,66.3,1576.01
la_joya,-16.5_-71.9,2013,-16.499675,-71.900007,1438,10456.6,8760,4987.0,749.0,355.0,4632.0,2725.0,398.0,19.04,15.23,24.32,56.02,76.9,1633.35
la_joya,-16.5_-71.9,2014,-16.499675,-71.900007,1438,10456.6,8760,5277.0,993.0,468.0,4809.0,2642.0,282.0,18.67,14.82,24.06,56.83,19.2,1625.24
la_joya,-16.5_-71.9,2015,-16.499675,-71.900007,1438,10456.6,8760,4805.0,535.0,204.0,4601.0,2672.0,495.0,19.23,15.36,24.28,57.16,126.9,1600.69
la_joya,-16.5_-71.9,2016,-16.499675,-71.900007,1438,10456.6,8784,4147.0,597.0,336.0,3811.0,2786.0,937.0,19.88,15.78,25.3,53.88,55.6,1725.17
la_joya,-16.5_-71.9,2017,-16.499675,-71.900007,1438,10456.6,8760,4987.0,664.0,309.0,4678.0,2625.0,396.0,19.02,15.33,24.0,58.71,110.5,1562.51
la_joya,-16.5_-71.9,2018,-16.499675,-71.900007,1438,10456.6,8760,4968.0,660.0,295.0,4673.0,2727.0,405.0,19.04,15.2,24.25,54.56,30.6,1631.97
la_joya,-16.5_-71.9,2019,-16.499675,-71.900007,1438,10456.6,8760,4647.0,552.0,226.0,4421.0,2704.0,608.0,19.46,15.46,24.62,54.26,118.4,1657.39
la_joya,-16.5_-71.9,2020,-16.499675,-71.900007,1438,10456.6,8784,4625.0,601.0,276.0,4349.0,2704.0,620.0,19.42,15.57,24.56,54.99,133.6,1645.48
la_joya,-16.5_-71.9,2021,-16.499675,-71.900007,1438,10456.6,8760,5158.0,929.0,413.0,4745.0,2670.0,328.0,18.81,14.89,24.03,53.03,22.8,1655.04
la_joya,-16.5_-71.9,2022,-16.499675,-71.900007,1438,10456.6,8760,5119.0,848.0,417.0,4702.0,2692.0,330.0,18.82,14.88,24.08,50.7,38.1,1673.97
la_joya,-16.5_-71.9,2023,-16.499675,-71.900007,1438,10456.6,8760,4951.0,793.0,376.0,4575.0,2819.0,354.0,19.03,15.01,24.19,52.4,50.1,1649.8
la_joya,-16.5_-71.9,2024,-16.499675,-71.900007,1438,10456.6,8784,3857.0,401.0,158.0,3699.0,2872.0,982.0,20.15,16.01,25.44,52.42,33.9,1717.92
la_joya,-16.5_-71.9,2025,-16.499675,-71.900007,1438,10456.6,8760,4493.0,634.0,342.0,4151.0,2847.0,536.0,19.46,15.38,24.57,50.74,105.8,1683.02
la_joya,-16.5_-71.9,2026,-16.499675,-71.900007,1438,10456.6,8760,4664.0,627.0,305.0,4359.0,2709.0,639.0,19.41,15.09,24.66,51.18,134.2,1703.66
la_joya,-16.5_-72.0,2001,-16.530596,-71.958532,1068,876.1,8760,3410.0,383.0,146.0,3264.0,3035.0,1190.0,20.45,16.61,25.92,61.31,80.3,1648.28
la_joya,-16.5_-72.0,2002,-16.530596,-71.958532,1068,876.1,8760,3108.0,328.0,138.0,2970.0,3128.0,1428.0,20.77,16.79,26.36,59.65,45.3,1705.34
la_joya,-16.5_-72.0,2003,-16.530596,-71.958532,1068,876.1,8760,2743.0,235.0,84.0,2659.0,3117.0,1682.0,21.12,16.98,26.76,57.74,17.4,1730.27
la_joya,-16.5_-72.0,2004,-16.530596,-71.958532,1068,876.1,8784,3227.0,314.0,153.0,3074.0,2898.0,1524.0,20.75,16.54,26.45,57.62,12.8,1725.04
la_joya,-16.5_-72.0,2005,-16.530596,-71.958532,1068,876.1,8760,3310.0,325.0,136.0,3174.0,3017.0,1336.0,20.62,16.6,26.22,59.86,22.0,1688.33
la_joya,-16.5_-72.0,2006,-16.530596,-71.958532,1068,876.1,8760,3338.0,432.0,235.0,3103.0,3120.0,1247.0,20.47,16.45,25.97,59.03,28.8,1640.62
la_joya,-16.5_-72.0,2007,-16.530596,-71.958532,1068,876.1,8760,2903.0,192.0,67.0,2836.0,3128.0,1571.0,21.02,16.91,26.61,57.7,8.9,1722.94
la_joya,-16.5_-72.0,2008,-16.530596,-71.958532,1068,876.1,8784,3674.0,497.0,233.0,3441.0,2976.0,1039.0,20.15,16.3,25.46,58.65,69.3,1613.39
la_joya,-16.5_-72.0,2009,-16.530596,-71.958532,1068,876.1,8760,3545.0,382.0,199.0,3346.0,2969.0,1137.0,20.34,16.44,25.73,60.91,68.0,1621.87
la_joya,-16.5_-72.0,2010,-16.530596,-71.958532,1068,876.1,8760,2826.0,298.0,138.0,2688.0,3164.0,1601.0,21.01,16.97,26.55,59.27,20.8,1700.31
la_joya,-16.5_-72.0,2011,-16.530596,-71.958532,1068,876.1,8760,3756.0,500.0,283.0,3473.0,2939.0,981.0,20.09,16.41,25.39,59.98,71.4,1603.19
la_joya,-16.5_-72.0,2012,-16.530596,-71.958532,1068,876.1,8784,3176.0,360.0,179.0,2997.0,3177.0,1284.0,20.61,16.87,25.93,61.37,66.3,1638.07
la_joya,-16.5_-72.0,2013,-16.530596,-71.958532,1068,876.1,8760,3019.0,271.0,139.0,2880.0,3178.0,1441.0,20.84,16.99,26.26,60.05,76.9,1683.38
la_joya,-16.5_-72.0,2014,-16.530596,-71.958532,1068,876.1,8760,3587.0,356.0,159.0,3428.0,2824.0,1275.0,20.46,16.59,25.98,60.14,19.2,1678.86
la_joya,-16.5_-72.0,2015,-16.530596,-71.958532,1068,876.1,8760,2638.0,129.0,61.0,2577.0,3430.0,1492.0,21.14,17.29,26.35,59.81,126.9,1658.52
la_joya,-16.5_-72.0,2016,-16.530596,-71.958532,1068,876.1,8784,2096.0,218.0,117.0,1979.0,3601.0,2041.0,21.76,17.67,27.31,57.0,55.6,1783.33
la_joya,-16.5_-72.0,2017,-16.530596,-71.958532,1068,876.1,8760,2624.0,199.0,80.0,2544.0,3388.0,1445.0,21.05,17.28,26.28,60.67,110.5,1632.24
la_joya,-16.5_-72.0,2018,-16.530596,-71.958532,1068,876.1,8760,2878.0,209.0,105.0,2773.0,3140.0,1543.0,21.02,17.1,26.42,56.6,30.6,1700.64
la_joya,-16.5_-72.0,2019,-16.530596,-71.958532,1068,876.1,8760,2393.0,103.0,35.0,2358.0,3395.0,1739.0,21.4,17.37,26.75,56.91,118.4,1720.93
la_joya,-16.5_-72.0,2020,-16.530596,-71.958532,1068,876.1,8784,2288.0,180.0,81.0,2207.0,3528.0,1726.0,21.4,17.53,26.73,57.37,133.6,1709.67
la_joya,-16.5_-72.0,2021,-16.530596,-71.958532,1068,876.1,8760,3100.0,238.0,117.0,2983.0,2954.0,1495.0,20.83,16.86,26.27,55.24,22.8,1727.46
la_joya,-16.5_-72.0,2022,-16.530596,-71.958532,1068,876.1,8760,3184.0,220.0,122.0,3062.0,3005.0,1441.0,20.81,16.81,26.24,53.57,38.1,1740.02
la_joya,-16.5_-72.0,2023,-16.530596,-71.958532,1068,876.1,8760,2755.0,221.0,82.0,2673.0,3291.0,1614.0,21.1,17.02,26.52,54.53,50.1,1725.64
la_joya,-16.5_-72.0,2024,-16.530596,-71.958532,1068,876.1,8784,1753.0,54.0,6.0,1747.0,3802.0,2210.0,22.14,17.95,27.68,54.61,33.9,1789.36
